core_num,top,down,left,right,attack,time,,,,
5,14007,39972,53379,0,0,1176,,,,
6,82938,77677,78402,144269,0,1176,,,,
7,81123,14395,53525,76981,0,1176,,,,
8,14395,67261,39771,66808,0,1176,,,,
9,12957,38769,49486,0,0,1176,,,,
0,43391,13846,78028,0,0,1177,,,,
1,80357,14381,46579,85932,0,1177,,,,
2,14381,68291,39904,66350,0,1177,,,,
3,82638,76285,87318,112829,0,1177,,,,
4,45938,12919,49273,0,0,1177,,,,
5,13846,39650,53062,0,0,1177,,,,
6,83090,77357,78578,144307,0,1177,,,,
7,80212,14539,53104,76816,0,1177,,,,
8,14538,67080,39637,66536,0,1177,,,,
9,12919,38465,49290,0,0,1177,,,,
0,24333,7429,39411,6,0,1178,,,,
1,43848,7790,25890,53082,0,1178,,,,
2,7789,45250,24310,53173,0,1178,,,,
3,43532,43889,51357,62050,0,1178,,,,
4,35129,6671,28031,6,0,1178,,,,
5,7182,23570,40944,13,0,1178,,,,
6,44594,48349,42045,76240,0,1178,,,,
7,42903,7632,36437,42181,0,1178,,,,
8,7612,42895,35875,39469,0,1178,,,,
9,6671,23609,27449,11,0,1178,,,,
0,15708,3849,22319,0,0,1179,,,,
1,28035,3975,18865,33944,0,1179,,,,
2,3976,30453,19277,39202,0,1179,,,,
3,25539,28424,24911,34840,0,1179,,,,
4,13908,3501,17780,0,0,1179,,,,
5,3850,17271,30887,0,0,1179,,,,
6,27313,27986,24511,41387,0,1179,,,,
7,26926,3892,18921,26829,0,1179,,,,
8,3892,31760,20814,27354,0,1179,,,,
9,3501,16564,16968,0,0,1179,,,,
0,19414,5035,28508,0,0,1180,,,,
1,33757,5306,22562,40745,0,1180,,,,
2,5306,35431,21893,44029,0,1180,,,,
3,33052,35289,33411,45207,0,1180,,,,
4,18542,4733,22166,0,0,1180,,,,
5,5035,19961,34288,0,0,1180,,,,
6,33871,34612,31776,54859,0,1180,,,,
7,33213,5311,23590,33054,0,1180,,,,
8,5311,36567,24477,31971,0,1180,,,,
9,4733,20067,21367,0,0,1180,,,,
0,25636,7534,40496,3,0,1181,,,,
1,46191,7587,29021,52179,0,1181,,,,
2,7586,45078,27181,50966,0,1181,,,,
3,45814,46363,47613,63254,0,1181,,,,
4,25846,6910,30750,3,0,1181,,,,
5,7377,26047,40048,4,0,1181,,,,
6,46320,46354,44381,77685,0,1181,,,,
7,45285,7685,30894,45601,0,1181,,,,
8,7687,45319,28955,41474,0,1181,,,,
9,6910,24979,30316,4,0,1181,,,,
0,33935,10227,54646,0,0,1182,,,,
1,60220,10762,36753,65552,0,1182,,,,
2,10762,54375,32470,55905,0,1182,,,,
3,61354,59289,65643,85946,0,1182,,,,
4,34135,9565,39144,0,0,1182,,,,
5,10226,31728,44255,0,0,1182,,,,
6,62421,60199,60090,107688,0,1182,,,,
7,59388,10657,39361,59069,0,1182,,,,
8,10657,54079,32526,51498,0,1182,,,,
9,9565,30021,38803,0,0,1182,,,,
0,39309,12787,69362,0,0,1183,,,,
1,73269,13103,41875,78338,0,1183,,,,
2,13103,63216,35800,61814,0,1183,,,,
3,74436,70689,79976,103729,0,1183,,,,
4,41638,11720,45401,0,0,1183,,,,
5,12787,36535,49292,0,0,1183,,,,
6,76528,71830,72278,132010,0,1183,,,,
7,72479,13109,47830,69977,0,1183,,,,
8,13109,62090,36362,60147,0,1183,,,,
9,11720,35303,45286,0,0,1183,,,,
0,14904,4683,23592,0,0,1184,,,,
1,21914,5288,28393,30718,0,1184,,,,
2,5288,20629,27415,28105,0,1184,,,,
3,30818,27016,35816,43521,0,1184,,,,
4,23888,4176,20228,0,0,1184,,,,
5,4683,31576,20138,0,0,1184,,,,
6,27259,27352,37106,52422,0,1184,,,,
7,23451,5591,24757,31101,0,1184,,,,
8,5591,20022,22500,29556,0,1184,,,,
9,4176,15425,20350,0,0,1184,,,,
0,41540,13947,73640,10,0,1185,,,,
1,76931,14475,44611,82349,0,1185,,,,
2,14475,66792,38470,64300,0,1185,,,,
3,81040,74687,85063,111345,0,1185,,,,
4,43871,12878,47716,10,0,1185,,,,
5,13756,39074,51434,8,0,1185,,,,
6,80487,77251,77209,141135,0,1185,,,,
7,77916,14397,50017,73721,0,1185,,,,
8,14397,64979,38724,63932,0,1185,,,,
9,12878,37855,47605,8,0,1185,,,,
0,42566,13788,74354,0,0,1186,,,,
1,77823,14474,45761,83024,0,1186,,,,
2,14474,67694,39425,65465,0,1186,,,,
3,81264,75757,86535,112460,0,1186,,,,
4,44723,12985,48739,0,0,1186,,,,
5,13788,39553,52469,0,0,1186,,,,
6,81137,77549,77995,143180,0,1186,,,,
7,78348,14279,50850,75008,0,1186,,,,
8,14279,66082,39263,65337,0,1186,,,,
9,12989,38240,48688,0,0,1186,,,,
0,41955,13749,74698,0,0,1187,,,,
1,77982,14411,45082,83302,0,1187,,,,
2,14411,67474,39185,64643,0,1187,,,,
3,81344,75100,85991,112319,0,1187,,,,
4,44752,12913,48621,0,0,1187,,,,
5,13749,40018,51791,0,0,1187,,,,
6,81119,77084,78111,142669,0,1187,,,,
7,78151,14362,51344,74775,0,1187,,,,
8,14362,66072,38632,65004,0,1187,,,,
9,12913,38008,48658,0,0,1187,,,,
0,42901,14045,75395,5,0,1188,,,,
1,78880,14270,46067,84111,0,1188,,,,
2,14270,68702,39342,65993,0,1188,,,,
3,81310,75471,86471,112158,0,1188,,,,
4,45098,12616,49219,5,0,1188,,,,
5,13933,40006,53260,7,0,1188,,,,
6,81462,78227,78314,143194,0,1188,,,,
7,78688,14266,51695,75880,0,1188,,,,
8,14266,66280,39407,66172,0,1188,,,,
9,12616,38083,49158,7,0,1188,,,,
0,42953,14035,75748,0,0,1189,,,,
1,79274,14539,46277,83602,0,1189,,,,
2,14539,68511,39694,66293,0,1189,,,,
3,81404,76305,86552,112722,0,1189,,,,
4,45274,12805,49197,0,0,1189,,,,
5,14035,40220,53497,0,0,1189,,,,
6,82001,77836,78222,143498,0,1189,,,,
7,78416,14225,51756,76416,0,1189,,,,
8,14225,66467,39453,66056,0,1189,,,,
9,12805,38099,49170,0,0,1189,,,,
0,43251,13907,75981,0,0,1190,,,,
1,78982,14281,46446,84276,0,1190,,,,
2,14281,68481,40065,65318,0,1190,,,,
3,81786,76082,87445,112453,0,1190,,,,
4,45249,12765,49797,0,0,1190,,,,
5,13907,40295,52835,0,0,1190,,,,
6,81705,78437,78176,143813,0,1190,,,,
7,79497,14569,51955,76792,0,1190,,,,
8,14570,67091,38775,66613,0,1190,,,,
9,12765,37813,49706,0,0,1190,,,,
0,38089,11877,63098,0,0,1191,,,,
1,65944,12262,43275,72088,0,1191,,,,
2,12262,53557,38419,57319,0,1191,,,,
3,72634,66956,74982,96851,0,1191,,,,
4,37160,10704,42643,0,0,1191,,,,
5,11875,38517,45118,0,0,1191,,,,
6,72743,63324,70712,123322,0,1191,,,,
7,65651,12415,45652,65549,0,1191,,,,
8,12415,54959,35223,57851,0,1191,,,,
9,10704,35533,42627,0,0,1191,,,,
0,27645,8956,48975,0,0,1192,,,,
1,50967,9421,37006,53733,0,1192,,,,
2,9421,45558,33067,42473,0,1192,,,,
3,52987,48745,54912,74656,0,1192,,,,
4,29130,8179,34112,0,0,1192,,,,
5,8933,35658,34219,2,0,1192,,,,
6,52659,52443,54983,91067,0,1192,,,,
7,51679,9685,32863,54082,0,1192,,,,
8,9685,43188,25394,48028,0,1192,,,,
9,8179,24552,34324,2,0,1192,,,,
0,43472,13986,79758,0,0,1193,,,,
1,81441,14588,47448,86923,0,1193,,,,
2,14588,69036,40319,65695,0,1193,,,,
3,83098,76234,87514,113554,0,1193,,,,
4,46407,13138,49281,0,0,1193,,,,
5,13986,40146,52787,0,0,1193,,,,
6,83248,79053,78921,144706,0,1193,,,,
7,81387,14507,53638,78157,0,1193,,,,
8,14506,66234,39821,67130,0,1193,,,,
9,13138,38516,49315,0,0,1193,,,,
0,43830,14099,80069,0,0,1194,,,,
1,81474,14648,47489,87747,0,1194,,,,
2,14648,69420,40247,65915,0,1194,,,,
3,83597,76749,87383,113682,0,1194,,,,
4,46490,12959,49638,0,0,1194,,,,
5,14099,40497,53066,0,0,1194,,,,
6,83279,79011,79005,144718,0,1194,,,,
7,81885,14518,54273,78315,0,1194,,,,
8,14518,67417,39408,67465,0,1194,,,,
9,12959,38506,49547,0,0,1194,,,,
0,44225,14220,80254,10,0,1195,,,,
1,82287,14401,48287,87619,0,1195,,,,
2,14401,70003,40911,66955,0,1195,,,,
3,83652,75956,87453,113848,0,1195,,,,
4,46842,12900,50016,10,0,1195,,,,
5,13958,40813,53898,31,0,1195,,,,
6,83801,79267,79502,144452,0,1195,,,,
7,81632,14355,54316,79295,0,1195,,,,
8,14355,67148,39968,68410,0,1195,,,,
9,12900,38526,50067,30,0,1195,,,,
0,43685,13950,79441,0,0,1196,,,,
1,81449,14440,47671,87097,0,1196,,,,
2,14439,69299,40343,65739,0,1196,,,,
3,82778,75964,86950,112887,0,1196,,,,
4,46395,12750,49204,0,0,1196,,,,
5,13951,40310,53140,0,0,1196,,,,
6,82994,78857,78837,144552,0,1196,,,,
7,81295,14291,53788,78109,0,1196,,,,
8,14291,66234,39405,67587,0,1196,,,,
9,12750,38060,49378,0,0,1196,,,,
0,43786,13961,79794,0,0,1197,,,,
1,81708,14612,47699,86733,0,1197,,,,
2,14612,68981,39989,66035,0,1197,,,,
3,82789,76194,87317,112646,0,1197,,,,
4,45885,12741,49676,0,0,1197,,,,
5,13961,40116,53153,0,0,1197,,,,
6,82996,78580,78592,143965,0,1197,,,,
7,81112,14259,53823,78800,0,1197,,,,
8,14263,66940,39306,66780,0,1197,,,,
9,12740,38094,49624,0,0,1197,,,,
0,43726,13920,79918,0,0,1198,,,,
1,81602,14457,47473,87510,0,1198,,,,
2,14457,70184,40065,65767,0,1198,,,,
3,82961,76025,87674,112909,0,1198,,,,
4,46713,12790,49665,0,0,1198,,,,
5,13920,40173,53338,0,0,1198,,,,
6,83351,79346,78866,144365,0,1198,,,,
7,81657,14460,54338,78651,0,1198,,,,
8,14461,66840,39303,67443,0,1198,,,,
9,12790,38124,49490,0,0,1198,,,,
0,22054,6656,35046,0,0,1199,,,,
1,36264,7071,32863,41443,0,1199,,,,
2,7071,28064,31245,34990,0,1199,,,,
3,43433,39396,42924,57038,0,1199,,,,
4,19986,5797,27475,0,0,1199,,,,
5,6656,33578,26608,0,0,1199,,,,
6,43326,35498,45919,69090,0,1199,,,,
7,37600,7433,27099,41786,0,1199,,,,
8,7433,31747,21970,38130,0,1199,,,,
9,5797,22976,27630,0,0,1199,,,,
0,43127,14215,78744,0,0,1200,,,,
1,80647,14745,46630,86130,0,1200,,,,
2,14745,69736,39834,65577,0,1200,,,,
3,83494,75819,87428,113775,0,1200,,,,
4,45985,13050,49201,0,0,1200,,,,
5,14149,40333,52869,2,0,1200,,,,
6,83269,80858,78860,144841,0,1200,,,,
7,81142,14547,52836,77768,0,1200,,,,
8,14537,65998,39809,66677,0,1200,,,,
9,13050,38411,49123,2,0,1200,,,,
0,43761,14019,78209,0,0,1201,,,,
1,80649,14566,47458,86237,0,1201,,,,
2,14566,68596,40252,66336,0,1201,,,,
3,82565,76685,87325,112939,0,1201,,,,
4,45736,12719,49487,0,0,1201,,,,
5,14018,40322,53307,0,0,1201,,,,
6,82998,77937,78405,144219,0,1201,,,,
7,80901,14432,53299,77651,0,1201,,,,
8,14432,67329,39687,66920,0,1201,,,,
9,12719,38286,49430,0,0,1201,,,,
0,43919,14556,79118,30,0,1202,,,,
1,80857,14278,47275,86862,0,1202,,,,
2,14278,69858,40722,66231,0,1202,,,,
3,82957,76322,87094,112923,0,1202,,,,
4,46172,12815,50210,26,0,1202,,,,
5,14221,41193,53566,31,0,1202,,,,
6,82582,79595,78799,143665,0,1202,,,,
7,81128,14360,53784,78530,0,1202,,,,
8,14322,67402,39765,67871,0,1202,,,,
9,12815,38341,50216,31,0,1202,,,,
0,42844,13590,76612,0,0,1203,,,,
1,80527,14159,46644,86128,0,1203,,,,
2,14157,62497,39727,65880,0,1203,,,,
3,81218,75167,85921,109631,0,1203,,,,
4,45969,12566,47694,0,0,1203,,,,
5,13590,39457,51517,0,0,1203,,,,
6,81964,68993,77693,142146,0,1203,,,,
7,79725,13981,53153,74591,0,1203,,,,
8,13980,65740,39442,63781,0,1203,,,,
9,12566,38076,47711,0,0,1203,,,,
0,43194,13977,77905,0,0,1204,,,,
1,81162,14592,46897,85544,0,1204,,,,
2,14592,68089,39746,66770,0,1204,,,,
3,82099,76114,86633,112027,0,1204,,,,
4,45768,12797,49133,0,0,1204,,,,
5,13977,40229,53469,0,0,1204,,,,
6,82806,76695,78215,143222,0,1204,,,,
7,80334,14339,52915,77421,0,1204,,,,
8,14339,66655,40116,66152,0,1204,,,,
9,12797,38379,49138,0,0,1204,,,,
0,43839,13897,78372,0,0,1205,,,,
1,80540,14340,47454,86174,0,1205,,,,
2,14339,69207,40249,65070,0,1205,,,,
3,81824,76294,87848,112820,0,1205,,,,
4,46187,12770,49585,0,0,1205,,,,
5,13897,40221,52810,0,0,1205,,,,
6,82658,78559,78619,144263,0,1205,,,,
7,80279,14316,53381,78111,0,1205,,,,
8,14316,66836,38652,67202,0,1205,,,,
9,12770,37720,49513,0,0,1205,,,,
0,34361,11368,58219,10,0,1206,,,,
1,57025,11343,41400,63669,0,1206,,,,
2,11343,57360,36726,50367,0,1206,,,,
3,67174,60081,68310,91544,0,1206,,,,
4,31920,9735,40354,10,0,1206,,,,
5,11137,38769,42001,6,0,1206,,,,
6,64707,73769,66132,112705,0,1206,,,,
7,58973,11714,40504,63980,0,1206,,,,
8,11714,48074,31056,57627,0,1206,,,,
9,9735,32742,40353,6,0,1206,,,,
0,31491,10184,56744,0,0,1207,,,,
1,59318,10855,38851,62500,0,1207,,,,
2,10855,51906,34446,49557,0,1207,,,,
3,60826,56316,63632,84484,0,1207,,,,
4,33863,9506,38537,0,0,1207,,,,
5,10184,36330,39746,0,0,1207,,,,
6,61333,59586,60442,104864,0,1207,,,,
7,59423,10952,38309,60130,0,1207,,,,
8,10952,49961,29874,52848,0,1207,,,,
9,9506,28814,38552,0,0,1207,,,,
0,43339,14014,78135,0,0,1208,,,,
1,80574,14422,47074,86308,0,1208,,,,
2,14422,67844,40027,66223,0,1208,,,,
3,83230,76208,87312,113094,0,1208,,,,
4,45698,12906,49239,0,0,1208,,,,
5,14014,40187,52956,0,0,1208,,,,
6,83206,77367,78440,144386,0,1208,,,,
7,81029,14368,53093,77282,0,1208,,,,
8,14368,66395,40096,66371,0,1208,,,,
9,12906,38616,49235,0,0,1208,,,,
0,43482,14040,78284,3,0,1209,,,,
1,80280,14175,47125,86687,0,1209,,,,
2,14181,68387,40481,66493,0,1209,,,,
3,82715,76502,86725,112275,0,1209,,,,
4,46046,12738,49906,1,0,1209,,,,
5,14040,40702,53334,3,0,1209,,,,
6,82332,77255,78240,143349,0,1209,,,,
7,81070,14394,53576,77450,0,1209,,,,
8,14392,67729,39737,67204,0,1209,,,,
9,12737,38702,49880,2,0,1209,,,,
0,43815,14048,77970,0,0,1210,,,,
1,80526,14505,47353,85776,0,1210,,,,
2,14505,67854,40120,65944,0,1210,,,,
3,82648,75815,87788,113077,0,1210,,,,
4,45927,12872,49203,0,0,1210,,,,
5,14048,40373,52759,0,0,1210,,,,
6,83030,77504,79031,144792,0,1210,,,,
7,80275,14637,53252,77185,0,1210,,,,
8,14637,66785,39395,66525,0,1210,,,,
9,12872,38275,49142,0,0,1210,,,,
0,43270,13855,77673,0,0,1211,,,,
1,80554,14483,47148,85822,0,1211,,,,
2,14482,68359,40174,66260,0,1211,,,,
3,82182,76299,86621,112283,0,1211,,,,
4,45851,12694,49092,0,0,1211,,,,
5,13855,40122,53178,0,0,1211,,,,
6,82592,77301,78421,144194,0,1211,,,,
7,79993,14219,53350,77077,0,1211,,,,
8,14219,66108,39865,66858,0,1211,,,,
9,12694,38595,49163,0,0,1211,,,,
0,43736,13964,78073,0,0,1212,,,,
1,80562,14420,47253,86031,0,1212,,,,
2,14420,67875,40346,66510,0,1212,,,,
3,82522,76468,87436,112236,0,1212,,,,
4,46011,12864,49538,0,0,1212,,,,
5,13964,40268,53236,0,0,1212,,,,
6,82209,76858,78347,144110,0,1212,,,,
7,80437,14233,53195,77479,0,1212,,,,
8,14233,67211,39670,66374,0,1212,,,,
9,12864,38186,49581,0,0,1212,,,,
0,43508,14079,78396,19,0,1213,,,,
1,81325,14508,46866,86251,0,1213,,,,
2,14508,69839,39943,66179,0,1213,,,,
3,81920,76245,87111,112180,0,1213,,,,
4,46113,12503,49836,19,0,1213,,,,
5,13892,40136,53501,5,0,1213,,,,
6,83364,78692,78358,143545,0,1213,,,,
7,80581,14341,53428,78068,0,1213,,,,
8,14342,67277,39269,67150,0,1213,,,,
9,12503,37836,49693,5,0,1213,,,,
0,23095,6802,34699,0,0,1214,,,,
1,36351,7321,33819,40053,0,1214,,,,
2,7321,32919,31717,34574,0,1214,,,,
3,44217,40265,44232,60505,0,1214,,,,
4,19989,6181,28717,0,0,1214,,,,
5,6801,33879,27396,0,0,1214,,,,
6,42978,42212,47488,72245,0,1214,,,,
7,37027,7599,25620,43665,0,1214,,,,
8,7595,31726,21454,40750,0,1214,,,,
9,6180,22506,28819,0,0,1214,,,,
0,41791,13822,72973,0,0,1215,,,,
1,77514,14627,44918,82199,0,1215,,,,
2,14627,67241,39538,65872,0,1215,,,,
3,81207,75954,86611,112709,0,1215,,,,
4,44251,12971,48726,0,0,1215,,,,
5,13822,39962,52594,0,0,1215,,,,
6,81603,76576,78454,143858,0,1215,,,,
7,77608,14249,49953,74012,0,1215,,,,
8,14249,65891,40147,65145,0,1215,,,,
9,12971,38699,48681,0,0,1215,,,,
0,42728,13973,72747,0,0,1216,,,,
1,77420,14338,45511,82035,0,1216,,,,
2,14338,67829,39545,65937,0,1216,,,,
3,81445,76742,86971,112771,0,1216,,,,
4,44161,12838,49587,0,0,1216,,,,
5,13973,40161,53132,0,0,1216,,,,
6,81345,77015,78255,143853,0,1216,,,,
7,77926,14521,50035,74761,0,1216,,,,
8,14521,67430,39217,65580,0,1216,,,,
9,12838,38277,49333,0,0,1216,,,,
0,42308,13891,73345,5,0,1217,,,,
1,77656,14149,45286,82491,0,1217,,,,
2,14149,67951,39894,66388,0,1217,,,,
3,81688,76289,86561,112622,0,1217,,,,
4,44293,12912,49514,7,0,1217,,,,
5,13793,40421,53326,10,0,1217,,,,
6,81222,76945,78728,143700,0,1217,,,,
7,77996,14340,50359,74951,0,1217,,,,
8,14340,67228,39630,66041,0,1217,,,,
9,12912,38508,49609,15,0,1217,,,,
0,42475,13735,72495,0,0,1218,,,,
1,77946,14380,45521,82318,0,1218,,,,
2,14380,67788,39731,66023,0,1218,,,,
3,80863,76151,87109,112564,0,1218,,,,
4,44297,12814,49560,0,0,1218,,,,
5,13735,39935,53057,0,0,1218,,,,
6,81266,76887,78651,144391,0,1218,,,,
7,77533,14324,50171,74834,0,1218,,,,
8,14324,66482,39319,65948,0,1218,,,,
9,12814,38438,49315,0,0,1218,,,,
0,42436,14007,72575,0,0,1219,,,,
1,77367,14258,44974,81513,0,1219,,,,
2,14258,67165,39218,66606,0,1219,,,,
3,80803,76234,86412,111608,0,1219,,,,
4,44155,12847,49122,0,0,1219,,,,
5,14007,40033,53382,0,0,1219,,,,
6,81141,75977,77851,142987,0,1219,,,,
7,77203,14105,49837,74411,0,1219,,,,
8,14105,66591,39778,64980,0,1219,,,,
9,12847,38320,49171,0,0,1219,,,,
0,42725,14069,72898,6,0,1220,,,,
1,77342,14103,45559,82082,0,1220,,,,
2,14103,68329,39577,65396,0,1220,,,,
3,80694,75732,86672,111561,0,1220,,,,
4,44566,12689,49664,6,0,1220,,,,
5,13875,40393,53043,8,0,1220,,,,
6,81082,77899,77612,142727,0,1220,,,,
7,77482,14219,50335,75430,0,1220,,,,
8,14219,66556,38903,66123,0,1220,,,,
9,12689,37774,49716,8,0,1220,,,,
0,28674,8969,43817,0,0,1221,,,,
1,45770,9458,37813,50700,0,1221,,,,
2,9458,40967,34813,41962,0,1221,,,,
3,53856,49560,57644,76134,0,1221,,,,
4,26481,8041,33212,0,0,1221,,,,
5,8969,37028,33365,0,0,1221,,,,
6,53538,51638,58254,94144,0,1221,,,,
7,46002,9643,33102,51417,0,1221,,,,
8,9641,39530,26767,47467,0,1221,,,,
9,8041,27550,33362,0,0,1221,,,,
0,36194,11712,64599,0,0,1222,,,,
1,68089,12599,40726,71463,0,1222,,,,
2,12599,60348,35818,57189,0,1222,,,,
3,69304,64254,72989,95328,0,1222,,,,
4,38197,10672,43308,0,0,1222,,,,
5,11712,36366,45964,0,0,1222,,,,
6,70285,68943,66512,120104,0,1222,,,,
7,67618,12156,43769,66724,0,1222,,,,
8,12156,56996,34570,58549,0,1222,,,,
9,10672,33228,43357,0,0,1222,,,,
0,42974,13920,76701,0,0,1223,,,,
1,79941,14529,46378,85136,0,1223,,,,
2,14529,67993,39819,66140,0,1223,,,,
3,82623,76295,86874,113133,0,1223,,,,
4,45271,12977,49277,0,0,1223,,,,
5,13916,39956,53014,0,0,1223,,,,
6,82709,77448,78758,143823,0,1223,,,,
7,80056,14297,52277,76289,0,1223,,,,
8,14297,66605,39996,66199,0,1223,,,,
9,12977,38579,49224,0,0,1223,,,,
0,43412,13988,77293,6,0,1224,,,,
1,79841,14436,46896,85864,0,1224,,,,
2,14436,68685,40591,66039,0,1224,,,,
3,82723,76642,87201,113055,0,1224,,,,
4,46022,12824,49905,6,0,1224,,,,
5,13793,40600,53178,7,0,1224,,,,
6,82355,77565,78921,144113,0,1224,,,,
7,80229,14500,53246,76932,0,1224,,,,
8,14499,67583,39508,67200,0,1224,,,,
9,12824,38455,49748,8,0,1224,,,,
0,43382,13884,77118,0,0,1225,,,,
1,80646,14578,46934,85240,0,1225,,,,
2,14578,68494,40182,66152,0,1225,,,,
3,81934,76419,87934,113258,0,1225,,,,
4,46301,13106,49627,0,0,1225,,,,
5,13884,40186,53081,0,0,1225,,,,
6,82856,77565,79200,145027,0,1225,,,,
7,79231,14322,52729,77118,0,1225,,,,
8,14322,66822,39521,67002,0,1225,,,,
9,13106,38484,49681,0,0,1225,,,,
0,43430,13985,77268,21,0,1226,,,,
1,82161,14791,46155,85797,0,1226,,,,
2,14792,68921,39827,67293,0,1226,,,,
3,82447,76355,86447,111475,0,1226,,,,
4,45987,12885,49456,21,0,1226,,,,
5,13983,40233,54003,19,0,1226,,,,
6,84207,78050,77470,142369,0,1226,,,,
7,81425,15086,53271,77116,0,1226,,,,
8,14561,66898,40821,66794,0,1226,,,,
9,12886,40010,49611,19,0,1226,,,,
0,43224,14018,75731,10,0,1227,,,,
1,79610,14125,46443,85183,0,1227,,,,
2,14126,64612,39839,66521,0,1227,,,,
3,81631,75260,86047,109292,0,1227,,,,
4,45509,12712,48869,10,0,1227,,,,
5,13761,39946,52694,11,0,1227,,,,
6,81081,71868,76990,141160,0,1227,,,,
7,79931,14126,52756,75214,0,1227,,,,
8,14126,66637,40287,64214,0,1227,,,,
9,12712,39083,48828,11,0,1227,,,,
0,42552,13603,77073,0,0,1228,,,,
1,79938,14199,45709,85624,0,1228,,,,
2,14199,66345,39060,66017,0,1228,,,,
3,82007,76054,86106,111045,0,1228,,,,
4,45733,12382,48744,0,0,1228,,,,
5,13602,39530,52631,0,0,1228,,,,
6,82079,74536,77958,142692,0,1228,,,,
7,80350,14297,52560,75827,0,1228,,,,
8,14296,66815,39080,64685,0,1228,,,,
9,12382,37382,48856,0,0,1228,,,,
0,18893,6443,32123,0,0,1229,,,,
1,32187,6595,28238,31637,0,1229,,,,
2,6595,42809,26621,27454,0,1229,,,,
3,37262,32931,38613,57868,0,1229,,,,
4,15408,5591,27346,0,0,1229,,,,
5,6443,30487,26230,0,0,1229,,,,
6,39418,59755,42115,63178,0,1229,,,,
7,31539,7339,20714,44535,0,1229,,,,
8,7339,26212,17333,41994,0,1229,,,,
9,5591,19983,27279,0,0,1229,,,,
0,43095,13934,78215,0,0,1230,,,,
1,80777,14704,46961,86036,0,1230,,,,
2,14704,67640,40131,65310,0,1230,,,,
3,83071,75772,86659,112757,0,1230,,,,
4,45326,12801,48555,0,0,1230,,,,
5,13934,40064,52162,0,0,1230,,,,
6,83383,76986,78452,143918,0,1230,,,,
7,80908,14506,52739,76766,0,1230,,,,
8,14506,65839,39708,66017,0,1230,,,,
9,12801,38229,48629,0,0,1230,,,,
0,44118,14412,79357,11,0,1231,,,,
1,81591,14401,47849,87526,0,1231,,,,
2,14403,68885,40651,66821,0,1231,,,,
3,83950,77140,87626,113703,0,1231,,,,
4,46562,12860,50180,11,0,1231,,,,
5,14160,40806,53819,7,0,1231,,,,
6,83830,78131,79128,144658,0,1231,,,,
7,81954,14420,54147,78452,0,1231,,,,
8,14421,67685,39981,67577,0,1231,,,,
9,12860,38714,50075,7,0,1231,,,,
0,43345,13941,79075,0,0,1232,,,,
1,80302,14298,47044,86855,0,1232,,,,
2,14298,67921,40283,65780,0,1232,,,,
3,82780,76141,87476,113249,0,1232,,,,
4,46354,12983,49226,0,0,1232,,,,
5,13941,40567,52783,0,0,1232,,,,
6,82659,77155,79182,144452,0,1232,,,,
7,80795,14299,53938,77209,0,1232,,,,
8,14299,66800,39484,66528,0,1232,,,,
9,12983,38336,49206,0,0,1232,,,,
0,43762,13990,78578,0,0,1233,,,,
1,81289,14447,47821,86835,0,1233,,,,
2,14447,68618,40546,65979,0,1233,,,,
3,82572,76135,87508,112918,0,1233,,,,
4,46251,12689,49518,0,0,1233,,,,
5,13991,40442,53037,0,0,1233,,,,
6,82764,77913,78952,144953,0,1233,,,,
7,80610,14244,53629,77878,0,1233,,,,
8,14244,66248,39491,67518,0,1233,,,,
9,12689,38261,49458,0,0,1233,,,,
0,43492,14179,78842,8,0,1234,,,,
1,81523,14498,47290,86702,0,1234,,,,
2,14497,68153,40081,67729,0,1234,,,,
3,82580,76450,87143,111929,0,1234,,,,
4,45773,12756,49486,8,0,1234,,,,
5,13948,40282,54067,3,0,1234,,,,
6,83144,76908,78391,143574,0,1234,,,,
7,81115,14307,53807,77824,0,1234,,,,
8,14305,67271,40945,66384,0,1234,,,,
9,12756,39590,49465,3,0,1234,,,,
0,43611,13829,78984,0,0,1235,,,,
1,81063,14345,47287,86830,0,1235,,,,
2,14345,68190,39770,65004,0,1235,,,,
3,82657,76603,87559,112160,0,1235,,,,
4,46459,12975,49463,0,0,1235,,,,
5,13828,40057,52390,0,0,1235,,,,
6,82980,77206,78396,144285,0,1235,,,,
7,81145,14487,53420,77965,0,1235,,,,
8,14486,67007,38493,66394,0,1235,,,,
9,12975,37580,49517,0,0,1235,,,,
0,29811,9277,48813,0,0,1236,,,,
1,48518,9659,39231,55564,0,1236,,,,
2,9659,42254,35150,44004,0,1236,,,,
3,57374,51567,59675,78324,0,1236,,,,
4,27737,8232,34136,0,0,1236,,,,
5,9275,37421,34680,0,0,1236,,,,
6,55699,53242,59637,97131,0,1236,,,,
7,50349,10022,36188,53804,0,1236,,,,
8,10022,41294,27845,48332,0,1236,,,,
9,8232,29137,34144,0,0,1236,,,,
0,35076,11308,59676,0,0,1237,,,,
1,64723,12118,39834,68061,0,1237,,,,
2,12118,57299,35823,56738,0,1237,,,,
3,68455,63264,71963,93964,0,1237,,,,
4,37031,10796,42784,0,0,1237,,,,
5,11308,36406,45085,0,0,1237,,,,
6,67819,64586,66327,118695,0,1237,,,,
7,65336,12062,41141,63591,0,1237,,,,
8,12062,56275,34208,56870,0,1237,,,,
9,10796,33107,42782,0,0,1237,,,,
0,42937,14413,71633,21,0,1238,,,,
1,77608,14525,45482,81779,0,1238,,,,
2,14525,68455,40104,67228,0,1238,,,,
