core_num,top,down,left,right,attack,time,,,,
5,13255,38319,51371,9,0,569,,,,
6,75673,73637,75373,139276,0,569,,,,
7,69609,13673,42969,66349,0,569,,,,
8,13672,64074,38588,61899,0,569,,,,
9,12708,37679,48102,9,0,569,,,,
0,36582,11688,50096,0,0,570,,,,
1,61792,12176,38354,58982,0,570,,,,
2,12176,57962,36753,54312,0,570,,,,
3,57849,68277,72978,98225,0,570,,,,
4,30661,11179,42970,0,0,570,,,,
5,11688,37210,44955,0,0,570,,,,
6,69122,67211,69563,121280,0,570,,,,
7,55464,12364,36072,61823,0,570,,,,
8,12364,59673,32771,58511,0,570,,,,
9,11179,36097,42941,0,0,570,,,,
0,17391,6488,22896,0,0,571,,,,
1,29662,6776,29261,28389,0,571,,,,
2,6776,29379,29441,29011,0,571,,,,
3,35047,35023,40542,56593,0,571,,,,
4,17545,6136,25280,0,0,571,,,,
5,6488,34884,23017,0,0,571,,,,
6,34719,34893,45277,67781,0,571,,,,
7,30000,7350,16858,35857,0,571,,,,
8,7350,29774,17158,36220,0,571,,,,
9,6136,17127,25312,0,0,571,,,,
0,38281,13503,52089,0,0,572,,,,
1,64859,14097,37505,65307,0,572,,,,
2,14097,64309,37800,65661,0,572,,,,
3,75711,74315,85678,108731,0,572,,,,
4,38408,12604,47997,0,0,572,,,,
5,13503,38729,51988,0,0,572,,,,
6,73907,74363,75991,141856,0,572,,,,
7,66038,13881,38684,61846,0,572,,,,
8,13881,63982,39384,62262,0,572,,,,
9,12604,37419,47956,0,0,572,,,,
0,38525,13701,51388,9,0,573,,,,
1,64101,14045,37402,64577,0,573,,,,
2,14045,64619,37257,64416,0,573,,,,
3,75232,73974,84791,108103,0,573,,,,
4,38800,12828,48111,9,0,573,,,,
5,13477,38637,51537,5,0,573,,,,
6,73462,73951,75909,140895,0,573,,,,
7,65351,13815,38706,61404,0,573,,,,
8,13815,63511,38899,61806,0,573,,,,
9,12828,37903,47962,5,0,573,,,,
0,38378,13410,51908,0,0,574,,,,
1,64163,14003,37613,64605,0,574,,,,
2,14003,64377,37762,64522,0,574,,,,
3,75564,73975,85072,108376,0,574,,,,
4,38286,12633,48045,0,0,574,,,,
5,13410,38952,51636,0,0,574,,,,
6,73685,73966,76110,141310,0,574,,,,
7,65232,13686,38450,61865,0,574,,,,
8,13686,63198,38754,61953,0,574,,,,
9,12633,37402,48039,0,0,574,,,,
0,38249,13277,51187,0,0,575,,,,
1,64679,14209,37482,64534,0,575,,,,
2,14208,64445,37430,65252,0,575,,,,
3,75538,73856,85138,109426,0,575,,,,
4,38566,12648,47743,0,0,575,,,,
5,13277,38309,51734,0,0,575,,,,
6,74243,74469,76452,141352,0,575,,,,
7,64915,13821,38750,61715,0,575,,,,
8,13821,64394,38947,61859,0,575,,,,
9,12649,37883,47692,0,0,575,,,,
0,38647,13802,51918,10,0,576,,,,
1,65291,14094,37695,64511,0,576,,,,
2,14094,64865,37433,65540,0,576,,,,
3,76081,74379,84792,108546,0,576,,,,
4,38499,12895,48180,10,0,576,,,,
5,13595,38781,52156,5,0,576,,,,
6,74551,74283,76134,140803,0,576,,,,
7,65715,13971,38391,62416,0,576,,,,
8,13971,64261,39454,61766,0,576,,,,
9,12895,38067,48136,5,0,576,,,,
0,38844,13552,51771,0,0,577,,,,
1,64372,13967,37602,64639,0,577,,,,
2,13967,64271,37473,64196,0,577,,,,
3,75585,73894,85705,108722,0,577,,,,
4,38876,12933,47942,0,0,577,,,,
5,13552,38737,51371,0,0,577,,,,
6,73870,73846,75958,141801,0,577,,,,
7,65092,13677,38508,61955,0,577,,,,
8,13677,63764,38381,61780,0,577,,,,
9,12933,37750,47958,0,0,577,,,,
0,30047,9808,36791,0,0,578,,,,
1,48347,10439,34947,44585,0,578,,,,
2,10439,47860,34914,44954,0,578,,,,
3,44436,57167,61606,83206,0,578,,,,
4,23710,9197,36662,0,0,578,,,,
5,9809,36477,37049,0,0,578,,,,
6,56122,55938,61084,101779,0,578,,,,
7,42376,10512,27803,51021,0,578,,,,
8,10512,50386,27707,51257,0,578,,,,
9,9197,31286,36814,0,0,578,,,,
0,24224,8343,34547,0,0,579,,,,
1,41989,8860,31130,41646,0,579,,,,
2,8860,39717,30462,39330,0,579,,,,
3,47077,45326,51779,69591,0,579,,,,
4,24353,7740,31559,0,0,579,,,,
5,8343,33947,31508,0,0,579,,,,
6,46469,45776,52190,85888,0,579,,,,
7,42582,8979,25204,44492,0,579,,,,
8,8979,39278,23272,42585,0,579,,,,
9,7740,22661,31453,0,0,579,,,,
0,39162,13682,56992,5,0,580,,,,
1,67610,14129,38255,69428,0,580,,,,
2,14129,63249,36958,64725,0,580,,,,
3,76682,73508,84356,107804,0,580,,,,
4,39721,12589,47040,5,0,580,,,,
5,13440,38018,51117,8,0,580,,,,
6,74934,73299,75384,139761,0,580,,,,
7,68958,13744,41875,64234,0,580,,,,
8,13744,63085,38949,61040,0,580,,,,
9,12589,37438,47155,8,0,580,,,,
0,39547,13317,57197,0,0,581,,,,
1,67918,13960,38851,69295,0,581,,,,
2,13960,64562,37251,63984,0,581,,,,
3,76545,73179,84139,108063,0,581,,,,
4,40597,12685,47745,0,0,581,,,,
5,13317,38235,51451,0,0,581,,,,
6,74870,73438,75653,139266,0,581,,,,
7,68674,13560,42222,65039,0,581,,,,
8,13560,62921,38674,61774,0,581,,,,
9,12685,37338,47721,0,0,581,,,,
0,40037,13588,57448,0,0,582,,,,
1,67878,14033,39215,69552,0,582,,,,
2,14033,64055,37593,64214,0,582,,,,
3,76909,73833,84665,108627,0,582,,,,
4,40120,12460,47888,0,0,582,,,,
5,13588,38761,51357,0,0,582,,,,
6,75297,73797,76149,140183,0,582,,,,
7,68368,13594,42388,65438,0,582,,,,
8,13594,63257,38738,61689,0,582,,,,
9,12460,37124,47668,0,0,582,,,,
0,39354,13245,56841,3,0,583,,,,
1,67919,13888,38970,69495,0,583,,,,
2,13888,63968,37413,65513,0,583,,,,
3,76498,73527,84179,108823,0,583,,,,
4,40255,12624,47539,3,0,583,,,,
5,13150,38305,51731,13,0,583,,,,
6,75189,73621,76045,138868,0,583,,,,
7,68406,13639,42477,65178,0,583,,,,
8,13639,64358,39109,61626,0,583,,,,
9,12624,37984,47563,9,0,583,,,,
0,39170,13156,56976,0,0,584,,,,
1,67952,14143,38662,68756,0,584,,,,
2,14143,64158,37050,64793,0,584,,,,
3,76603,73947,83578,108571,0,584,,,,
4,39672,12602,47374,0,0,584,,,,
5,13156,37831,51460,0,0,584,,,,
6,75440,73308,76016,138794,0,584,,,,
7,68256,13641,41535,64964,0,584,,,,
8,13641,63687,38965,60923,0,584,,,,
9,12602,37474,47441,0,0,584,,,,
0,39505,13237,57147,0,0,585,,,,
1,67471,14006,38883,69043,0,585,,,,
2,14006,63866,37107,64227,0,585,,,,
3,76393,73432,84453,107952,0,585,,,,
4,40511,12714,47425,0,0,585,,,,
5,13237,38360,51024,0,0,585,,,,
6,74969,73262,75117,139292,0,585,,,,
7,68061,13569,42056,64896,0,585,,,,
8,13569,63474,38426,61213,0,585,,,,
9,12715,37444,47440,0,0,585,,,,
0,22352,7014,26919,0,0,586,,,,
1,35575,7376,32273,31595,0,586,,,,
2,7376,33199,31530,29604,0,586,,,,
3,29148,40810,43694,62408,0,586,,,,
4,15125,6593,27197,0,0,586,,,,
5,7014,34578,25114,0,0,586,,,,
6,41301,39833,48871,72116,0,586,,,,
7,28987,7885,19678,41987,0,586,,,,
8,7884,35522,18521,40554,0,586,,,,
9,6593,22850,27214,0,0,586,,,,
0,33861,12036,46666,0,0,587,,,,
1,59078,12583,35467,58253,0,587,,,,
2,12583,57861,35778,58702,0,587,,,,
3,66505,66068,76606,97891,0,587,,,,
4,34161,11182,43510,0,0,587,,,,
5,12037,37746,46900,0,0,587,,,,
6,67378,66555,69450,125994,0,587,,,,
7,58197,12333,35131,57006,0,587,,,,
8,12333,57130,35611,57367,0,587,,,,
9,11182,34522,43594,0,0,587,,,,
0,38403,13301,52015,0,0,588,,,,
1,64696,14145,37527,65294,0,588,,,,
2,14145,64511,37558,65699,0,588,,,,
3,75363,74347,85153,108610,0,588,,,,
4,38446,12686,48122,0,0,588,,,,
5,13301,38362,52140,0,0,588,,,,
6,74175,74426,76122,141141,0,588,,,,
7,65958,13928,39160,61962,0,588,,,,
8,13929,63927,39879,62189,0,588,,,,
9,12686,38217,48095,0,0,588,,,,
0,38544,13777,52201,7,0,589,,,,
1,64318,13960,37561,65523,0,589,,,,
2,13959,64996,37689,64638,0,589,,,,
3,75778,74207,85699,108773,0,589,,,,
4,39273,13015,48350,7,0,589,,,,
5,13562,38935,51836,3,0,589,,,,
6,73579,74151,76244,142235,0,589,,,,
7,65788,13788,39423,61745,0,589,,,,
8,13788,63671,39253,62468,0,589,,,,
9,13015,38669,48279,3,0,589,,,,
0,38820,13833,52261,14,0,590,,,,
1,65265,14115,37940,65718,0,590,,,,
2,14117,64832,37866,66091,0,590,,,,
3,75816,73874,85827,108805,0,590,,,,
4,38952,12828,48217,14,0,590,,,,
5,13408,38893,52360,33,0,590,,,,
6,74416,74399,76434,141459,0,590,,,,
7,65433,13962,40087,62533,0,590,,,,
8,13962,64455,40367,62399,0,590,,,,
9,12832,39429,48325,32,0,590,,,,
0,38403,13432,51299,0,0,591,,,,
1,64868,14176,37490,64385,0,591,,,,
2,14176,64750,37244,65112,0,591,,,,
3,75478,74110,85007,109178,0,591,,,,
4,38365,12614,47586,0,0,591,,,,
5,13431,38344,51811,0,0,591,,,,
6,74106,74601,76469,141304,0,591,,,,
7,64841,13701,38483,61790,0,591,,,,
8,13701,63996,38948,61672,0,591,,,,
9,12614,37568,47620,0,0,591,,,,
0,38460,13486,51601,0,0,592,,,,
1,64823,14099,37168,64303,0,592,,,,
2,14099,64584,36950,64671,0,592,,,,
3,75453,73932,85021,108731,0,592,,,,
4,38589,12852,48100,0,0,592,,,,
5,13486,38190,51541,0,0,592,,,,
6,74190,74104,75989,141226,0,592,,,,
7,65137,13796,38408,61982,0,592,,,,
8,13796,63662,39035,61412,0,592,,,,
9,12852,37815,47779,0,0,592,,,,
0,38464,13354,51812,0,0,593,,,,
1,64474,14096,37416,64994,0,593,,,,
2,14096,64156,37440,65053,0,593,,,,
3,75581,74371,85153,108780,0,593,,,,
4,39051,12706,47876,0,0,593,,,,
5,13354,38702,51631,0,0,593,,,,
6,73859,74050,75866,141382,0,593,,,,
7,65363,13866,39082,61718,0,593,,,,
8,13866,64449,38666,61803,0,593,,,,
9,12706,37550,47959,0,0,593,,,,
0,14441,4603,15189,3,0,594,,,,
1,22480,4565,27946,17238,0,594,,,,
2,4565,21819,27947,17782,0,594,,,,
3,15149,28468,25843,41506,0,594,,,,
4,7899,4071,20406,3,0,594,,,,
5,4393,31710,15842,8,0,594,,,,
6,26506,25899,35798,44037,0,594,,,,
7,16348,5457,9874,31564,0,594,,,,
8,5443,24952,10257,31585,0,594,,,,
9,4071,13606,20517,8,0,594,,,,
0,40328,13278,69981,0,0,595,,,,
1,74455,13757,41485,77337,0,595,,,,
2,13757,61509,37685,62173,0,595,,,,
3,77978,72775,81242,104348,0,595,,,,
4,42899,12259,45750,0,0,595,,,,
5,13278,37936,49358,0,0,595,,,,
6,76961,70585,73055,134588,0,595,,,,
7,75112,13521,48702,71082,0,595,,,,
8,13521,62841,37068,60486,0,595,,,,
9,12259,35790,45583,0,0,595,,,,
0,41939,13520,72686,0,0,596,,,,
1,76520,14029,42900,80622,0,596,,,,
2,14029,63968,38384,64848,0,596,,,,
3,81043,74929,84031,107759,0,596,,,,
4,44272,12604,47532,0,0,596,,,,
5,13521,38278,51416,0,0,596,,,,
6,79121,73486,75656,139061,0,596,,,,
7,78139,13810,51031,73669,0,596,,,,
8,13810,64846,38874,62605,0,596,,,,
9,12604,37286,47550,0,0,596,,,,
0,41888,13736,73016,33,0,597,,,,
1,76460,13795,43151,81080,0,597,,,,
2,13799,64467,38964,64183,0,597,,,,
3,81443,74724,84453,107464,0,597,,,,
4,44771,12409,47876,32,0,597,,,,
5,13455,38807,51685,6,0,597,,,,
6,78809,73135,75596,138937,0,597,,,,
7,78391,13779,51824,73909,0,597,,,,
8,13779,64485,39174,63378,0,597,,,,
9,12410,38199,47912,6,0,597,,,,
0,41618,13263,72139,0,0,598,,,,
1,76623,14152,42582,79627,0,598,,,,
2,14153,63506,38159,64103,0,598,,,,
3,81170,74324,83732,108361,0,598,,,,
4,44334,12592,47335,0,0,598,,,,
5,13266,38101,50828,0,0,598,,,,
6,79466,73248,75785,138990,0,598,,,,
7,76895,13825,50562,73477,0,598,,,,
8,13825,64899,37991,62043,0,598,,,,
9,12593,36906,47306,0,0,598,,,,
0,41764,13627,72199,0,0,599,,,,
1,77152,13974,42778,79582,0,599,,,,
2,13974,63838,38327,64651,0,599,,,,
3,80814,74970,83780,108377,0,599,,,,
4,44204,12463,47133,0,0,599,,,,
5,13627,38311,51274,0,0,599,,,,
6,79841,73131,75835,138719,0,599,,,,
7,77196,13856,50510,73759,0,599,,,,
8,13856,65364,38415,62182,0,599,,,,
9,12463,37051,47185,0,0,599,,,,
0,41705,13403,72791,0,0,600,,,,
1,76984,13981,42623,80037,0,600,,,,
2,13981,63910,38408,63904,0,600,,,,
3,81268,74835,84409,108463,0,600,,,,
4,44459,12695,47541,0,0,600,,,,
5,13403,38096,50912,0,0,600,,,,
6,79785,73370,75870,139505,0,600,,,,
7,77841,13847,50733,73950,0,600,,,,
8,13847,64721,38704,62509,0,600,,,,
9,12694,37595,47458,0,0,600,,,,
0,41677,13601,71941,2,0,601,,,,
1,76400,13928,42665,79220,0,601,,,,
2,13924,63689,38471,63861,0,601,,,,
3,78895,74451,83586,107577,0,601,,,,
4,44863,12596,46989,2,0,601,,,,
5,13483,38599,51081,4,0,601,,,,
6,79220,73175,75065,137960,0,601,,,,
7,75736,13823,51017,73544,0,601,,,,
8,13823,65437,38179,62476,0,601,,,,
9,12595,37199,47125,4,0,601,,,,
0,14927,5226,20860,17,0,602,,,,
1,26472,4625,28004,22392,0,602,,,,
2,4625,23113,27115,20503,0,602,,,,
3,19645,26277,28120,42028,0,602,,,,
4,9913,4090,20630,17,0,602,,,,
5,4663,31063,17472,15,0,602,,,,
6,28577,26933,35197,45367,0,602,,,,
7,20743,5334,14903,34432,0,602,,,,
8,5334,23293,13439,31755,0,602,,,,
9,4090,16647,20694,15,0,602,,,,
0,41806,13683,73975,0,0,603,,,,
1,77264,14060,42990,81110,0,603,,,,
2,14060,63130,38609,63749,0,603,,,,
3,81018,74819,84122,108132,0,603,,,,
4,44327,12514,46971,0,0,603,,,,
5,13679,38524,50712,0,0,603,,,,
6,79889,73009,75667,139281,0,603,,,,
7,78360,13825,51195,73924,0,603,,,,
8,13825,64597,37940,62217,0,603,,,,
9,12514,36633,46799,0,0,603,,,,
0,42848,13839,74461,11,0,604,,,,
1,77792,14067,44067,82566,0,604,,,,
2,14067,65001,39657,65870,0,604,,,,
3,81997,75831,85091,108302,0,604,,,,
4,45278,12645,48424,11,0,604,,,,
5,13598,39127,52465,4,0,604,,,,
6,79921,74380,76230,139856,0,604,,,,
7,79129,13741,52751,75175,0,604,,,,
8,13741,65688,39972,64354,0,604,,,,
9,12645,38638,48449,4,0,604,,,,
0,41815,13480,73645,0,0,605,,,,
1,76702,13876,42872,80806,0,605,,,,
2,13876,63897,38388,63191,0,605,,,,
3,81400,74381,84046,107979,0,605,,,,
4,44605,12480,47439,0,0,605,,,,
5,13480,38168,50823,0,0,605,,,,
6,79117,73034,75821,139147,0,605,,,,
7,78516,13731,51174,74140,0,605,,,,
8,13731,64081,38160,62584,0,605,,,,
9,12481,36933,47293,0,0,605,,,,
0,42092,13329,73507,0,0,606,,,,
1,77173,13790,43257,80950,0,606,,,,
2,13790,63190,38682,64410,0,606,,,,
3,81129,74291,83847,108260,0,606,,,,
4,45141,12635,47230,0,0,606,,,,
5,13329,38325,51042,0,0,606,,,,
6,79279,72904,75928,138764,0,606,,,,
7,77602,13687,51780,74400,0,606,,,,
8,13686,65369,38438,62551,0,606,,,,
9,12636,37389,47186,0,0,606,,,,
0,41781,13554,73345,0,0,607,,,,
1,77602,14047,42934,80337,0,607,,,,
2,14047,63649,38072,64759,0,607,,,,
3,81231,74365,83785,108452,0,607,,,,
4,44472,12587,47067,0,0,607,,,,
5,13554,38154,51344,0,0,607,,,,
6,80344,73110,75865,138470,0,607,,,,
7,77464,13627,51044,74190,0,607,,,,
8,13627,64543,38739,61913,0,607,,,,
9,12587,37345,47051,0,0,607,,,,
0,42045,13598,73821,5,0,608,,,,
1,77259,13603,43165,80933,0,608,,,,
2,13604,63316,38778,63782,0,608,,,,
3,81504,75003,84309,107969,0,608,,,,
4,44743,12593,47643,5,0,608,,,,
5,13489,38473,50886,1,0,608,,,,
6,79783,73015,75556,138889,0,608,,,,
7,78349,13751,51305,74777,0,608,,,,
8,13752,65124,38336,62768,0,608,,,,
9,12593,37527,47753,1,0,608,,,,
0,41506,12924,68753,5,0,609,,,,
1,76171,13320,43169,73692,0,609,,,,
2,13320,63077,38769,58855,0,609,,,,
3,67952,73699,79028,105398,0,609,,,,
4,39132,11982,45779,5,0,609,,,,
5,12864,37836,48494,3,0,609,,,,
6,78003,71863,73839,131227,0,609,,,,
7,68661,13448,47020,74077,0,609,,,,
8,13402,64942,35107,62878,0,609,,,,
9,11982,36386,45764,3,0,609,,,,
0,13620,4856,21683,7,0,610,,,,
1,24613,4743,27108,24518,0,610,,,,
2,4743,20549,26136,21667,0,610,,,,
3,25972,25452,28561,41033,0,610,,,,
4,13888,4183,19899,7,0,610,,,,
5,4514,30842,17056,11,0,610,,,,
6,26540,24292,34781,46705,0,610,,,,
7,24938,5465,16073,31970,0,610,,,,
8,5465,22254,13277,29039,0,610,,,,
9,4183,13641,19933,11,0,610,,,,
0,48666,15992,84998,11,0,611,,,,
1,90947,16311,46414,94215,0,611,,,,
2,16311,74302,42181,76236,0,611,,,,
3,93842,86323,97462,123480,0,611,,,,
4,52152,14520,54511,11,0,611,,,,
5,15716,40965,60416,35,0,611,,,,
6,92855,85085,85201,160031,0,611,,,,
7,90736,16001,59959,83935,0,611,,,,
8,15998,75282,46300,71467,0,611,,,,
9,14520,44065,54581,35,0,611,,,,
0,42026,13578,72713,0,0,612,,,,
1,76715,13950,41799,80824,0,612,,,,
2,13950,64774,37622,64458,0,612,,,,
3,81629,74974,84168,107669,0,612,,,,
4,45038,12687,47561,0,0,612,,,,
5,13540,37157,51608,1,0,612,,,,
6,79056,73818,75017,139317,0,612,,,,
7,78097,13698,51339,73094,0,612,,,,
8,13699,65002,38709,62528,0,612,,,,
9,12687,37475,47608,1,0,612,,,,
0,41348,13228,72795,0,0,613,,,,
1,76536,13936,42763,79898,0,613,,,,
2,13936,63568,38416,63705,0,613,,,,
3,80804,74849,83985,108142,0,613,,,,
4,44291,12457,47362,0,0,613,,,,
5,13228,38176,50930,0,0,613,,,,
6,79586,72909,75762,139083,0,613,,,,
7,77327,13918,50781,73686,0,613,,,,
8,13918,64666,38188,62370,0,613,,,,
9,12457,36944,47399,0,0,613,,,,
0,41983,13617,72095,0,0,614,,,,
1,76419,13965,42810,79994,0,614,,,,
2,13965,63322,38560,64802,0,614,,,,
3,81434,74961,84145,109171,0,614,,,,
4,44652,12661,47396,0,0,614,,,,
5,13617,38675,51179,0,0,614,,,,
6,79518,73451,76379,139492,0,614,,,,
7,77393,13995,50820,73553,0,614,,,,
8,13994,65723,38348,62355,0,614,,,,
9,12661,37428,47243,0,0,614,,,,
0,41401,13713,72468,5,0,615,,,,
1,77146,13978,42401,79241,0,615,,,,
2,13980,63854,37905,64263,0,615,,,,
3,81356,74663,84027,108538,0,615,,,,
4,44414,12698,47197,5,0,615,,,,
5,13542,38033,51215,8,0,615,,,,
6,79882,72978,75977,138757,0,615,,,,
7,77378,14026,50377,73743,0,615,,,,
8,14026,64697,38736,61959,0,615,,,,
9,12698,37198,47225,8,0,615,,,,
0,42024,13622,72603,0,0,616,,,,
1,76367,13908,42644,80107,0,616,,,,
2,13908,63504,38313,63724,0,616,,,,
3,81561,74896,84577,108366,0,616,,,,
4,45047,12877,47389,0,0,616,,,,
5,13622,38478,50825,0,0,616,,,,
6,79332,73147,75795,139365,0,616,,,,
7,77539,13922,50898,73711,0,616,,,,
8,13921,65041,38102,62299,0,616,,,,
9,12877,37403,47446,0,0,616,,,,
0,29371,8982,44287,0,0,617,,,,
1,51358,9413,36929,47763,0,617,,,,
2,9413,43219,34145,39376,0,617,,,,
3,42034,50909,55367,75859,0,617,,,,
4,23108,8110,33089,0,0,617,,,,
5,8982,35451,32853,0,0,617,,,,
6,54255,50429,56375,90864,0,617,,,,
7,43511,9716,31327,54841,0,617,,,,
8,9716,44926,24807,48090,0,617,,,,
9,8106,28472,33151,0,0,617,,,,
0,11488,3738,20362,0,0,618,,,,
1,21891,4035,25245,24877,0,618,,,,
2,4035,17712,24662,22579,0,618,,,,
3,29667,20821,25520,34535,0,618,,,,
4,16375,3544,18592,0,0,618,,,,
5,3706,29381,16879,2,0,618,,,,
6,23188,20506,30311,40267,0,618,,,,
7,25952,4627,16541,28752,0,618,,,,
8,4627,17862,14419,26443,0,618,,,,
9,3545,10995,18609,2,0,618,,,,
0,42353,13790,77016,0,0,619,,,,
1,79301,14127,43795,83670,0,619,,,,
2,14127,63842,38767,64124,0,619,,,,
3,81672,76027,85002,109231,0,619,,,,
4,44823,12709,46760,0,0,619,,,,
5,13790,38461,51037,0,0,619,,,,
6,80729,73871,76178,140646,0,619,,,,
7,79660,13961,53309,75806,0,619,,,,
8,13961,65566,38770,62951,0,619,,,,
9,12710,37774,46823,0,0,619,,,,
0,43386,13750,76989,0,0,620,,,,
1,79459,14313,44620,83994,0,620,,,,
2,14313,64849,39640,64388,0,620,,,,
3,81763,76460,84895,109090,0,620,,,,
4,45319,12835,47922,0,0,620,,,,
5,13749,39029,51543,0,0,620,,,,
6,81228,74548,76257,140155,0,620,,,,
7,80241,14005,53938,76580,0,620,,,,
8,14006,66226,38745,64132,0,620,,,,
9,12835,38493,47927,0,0,620,,,,
0,42565,13671,76892,0,0,621,,,,
1,79426,14068,44106,83007,0,621,,,,
2,14068,64230,39060,63242,0,621,,,,
3,81263,75870,84667,108915,0,621,,,,
4,44405,12527,47516,0,0,621,,,,
5,13671,38607,50792,0,0,621,,,,
6,80782,73266,76344,140133,0,621,,,,
7,79523,13982,53221,76302,0,621,,,,
8,13982,65433,38341,63337,0,621,,,,
9,12527,38115,47327,0,0,621,,,,
0,43268,14120,77412,19,0,622,,,,
1,80062,14064,44446,84767,0,622,,,,
2,14064,64118,39303,66115,0,622,,,,
3,82988,75787,85424,109343,0,622,,,,
4,46677,12590,47804,19,0,622,,,,
5,13749,38900,52154,12,0,622,,,,
6,81412,73617,76803,140342,0,622,,,,
7,79984,13900,55021,76884,0,622,,,,
8,13900,66616,39892,63479,0,622,,,,
9,12590,38559,47647,12,0,622,,,,
0,42608,13668,76913,0,0,623,,,,
1,79299,14137,44064,83594,0,623,,,,
2,14137,64120,38700,65280,0,623,,,,
3,82815,75432,84672,108962,0,623,,,,
4,45747,12593,47140,0,0,623,,,,
5,13668,38371,51719,0,0,623,,,,
6,81012,73765,76205,139473,0,623,,,,
7,79936,13937,54174,76062,0,623,,,,
8,13937,65299,39725,62617,0,623,,,,
9,12593,38101,47345,0,0,623,,,,
0,43245,13712,77426,0,0,624,,,,
1,79342,14011,44255,84291,0,624,,,,
2,14011,63649,39206,64414,0,624,,,,
3,83438,76003,85415,108330,0,624,,,,
4,46137,12777,47864,0,0,624,,,,
5,13712,38518,51102,0,0,624,,,,
6,81017,73149,75613,140357,0,624,,,,
7,80616,13757,54037,76590,0,624,,,,
8,13757,65728,38536,63150,0,624,,,,
9,12777,37908,47819,0,0,624,,,,
0,39909,12256,65879,10,0,625,,,,
1,73281,12315,43225,69248,0,625,,,,
2,12315,58995,38811,54266,0,625,,,,
3,61978,68269,72641,98828,0,625,,,,
4,36203,11027,43472,10,0,625,,,,
5,12022,37765,45379,10,0,625,,,,
6,74779,67588,70052,120724,0,625,,,,
7,64710,12379,43877,72326,0,625,,,,
8,12378,60824,32311,61126,0,625,,,,
9,11027,33868,43566,10,0,625,,,,
0,16498,5401,26529,0,0,626,,,,
1,29858,5774,28375,29866,0,626,,,,
2,5774,25746,27340,26379,0,626,,,,
3,32283,30846,34205,48133,0,626,,,,
4,17290,5062,23082,0,0,626,,,,
5,5401,31383,20875,0,0,626,,,,
6,31998,30050,38839,56794,0,626,,,,
7,30431,6253,18818,36022,0,626,,,,
8,6253,27022,15518,32728,0,626,,,,
9,5062,15099,23123,0,0,626,,,,
0,41687,13992,70428,18,0,627,,,,
1,75800,14269,41764,79615,0,627,,,,
2,14269,63472,38030,66009,0,627,,,,
3,80754,75005,86158,108764,0,627,,,,
4,43841,12812,47169,18,0,627,,,,
5,13992,38728,51811,10,0,627,,,,
6,79250,73447,76084,140540,0,627,,,,
7,76778,14519,51203,72062,0,627,,,,
8,14135,64398,41147,61883,0,627,,,,
9,12812,40275,47045,10,0,627,,,,
0,41429,13175,67841,0,0,628,,,,
1,74655,13821,42139,76252,0,628,,,,
2,13821,64081,38108,62971,0,628,,,,
3,79382,74071,81668,105912,0,628,,,,
4,43320,12349,47606,0,0,628,,,,
5,13175,38129,50691,0,0,628,,,,
6,77662,73010,74145,136114,0,628,,,,
7,75596,13669,46494,71613,0,628,,,,
8,13669,64156,36848,62270,0,628,,,,
9,12350,35280,47464,0,0,628,,,,
0,41214,13447,69244,8,0,629,,,,
1,74442,13772,41957,77824,0,629,,,,
2,13773,63888,38339,64524,0,629,,,,
3,80523,74397,83542,107141,0,629,,,,
4,43729,12456,47779,10,0,629,,,,
5,13339,38501,51529,10,0,629,,,,
6,77634,72763,75209,138194,0,629,,,,
7,76016,13702,48495,71907,0,629,,,,
8,13702,64279,38754,62403,0,629,,,,
9,12456,37018,47961,11,0,629,,,,
0,41241,13296,69211,0,0,630,,,,
1,74536,13873,42147,77778,0,630,,,,
2,13873,63068,38301,64421,0,630,,,,
3,80045,74337,83994,108323,0,630,,,,
4,44107,12631,47262,0,0,630,,,,
5,13296,38030,50866,0,0,630,,,,
6,77960,73101,75815,139224,0,630,,,,
7,75300,13747,49337,71838,0,630,,,,
8,13746,65202,38098,62115,0,630,,,,
9,12631,36854,47258,0,0,630,,,,
0,40868,13289,69388,0,0,631,,,,
1,75019,13683,41774,77297,0,631,,,,
2,13683,63372,37661,64340,0,631,,,,
3,80091,74231,84095,108505,0,631,,,,
4,43573,12632,47268,0,0,631,,,,
5,13289,37933,51107,0,0,631,,,,
6,78792,72300,76157,138864,0,631,,,,
7,75344,13775,48875,72100,0,631,,,,
8,13775,64281,38861,61477,0,631,,,,
9,12632,37299,47223,0,0,631,,,,
0,41702,13928,69900,11,0,632,,,,
1,74793,13853,42177,78417,0,632,,,,
2,13852,63518,38304,64477,0,632,,,,
3,80319,74091,84566,107977,0,632,,,,
4,43938,12652,47478,11,0,632,,,,
5,13624,38955,51289,4,0,632,,,,
6,78569,72812,75439,138747,0,632,,,,
7,76173,13752,49710,72225,0,632,,,,
8,13752,64392,39005,62129,0,632,,,,
9,12652,38381,47591,4,0,632,,,,
0,32812,10561,51010,0,0,633,,,,
1,59003,10978,37803,55992,0,633,,,,
2,10978,50506,34957,47460,0,633,,,,
3,50537,59161,65829,87589,0,633,,,,
4,27612,9742,37357,0,0,633,,,,
5,10561,36465,39172,0,0,633,,,,
6,63512,59025,63131,107022,0,633,,,,
7,50337,11203,37459,59952,0,633,,,,
8,11203,51284,30822,53103,0,633,,,,
9,9742,35358,37466,0,0,633,,,,
0,22459,7562,39679,0,0,634,,,,
1,42042,7963,31059,45593,0,634,,,,
